struct_id,assignment,Mean_New_QoA_Score,Mean_Total_Cost,Mean_Total_Energy,Mean_Total_Latency
0,"(4,)",0.46265281610190867,4.175e-06,3.49918002,2.5128351
0,"(3,)",0.4107326119579375,8.466e-06,6.6134744,9.470177600000001
0,"(2,)",0.3177866350859403,4.215e-06,5.1450000000000005,6.85998285
1,"(0, 0)",0.25681773945689196,4.8905e-06,15.6012439,24.0134483
0,"(1,)",0.22644205351825802,7.851937500000001e-06,15.064299,21.414375
0,"(0,)",0.2,7.884183333333333e-06,27.638246258333332,42.54081289166666
1,"(1, 0)",0.19282531961798663,4.0778999999999995e-06,11.0604198,16.6057726
