assignment,struct_id,Query Type,Total_Cost,Total_Energy,Total_Latency,Quality_of_Answer,New_QoA_Score
"(2,)",0,Art,3.862e-06,4.8100000000000005,6.4133173,0.2988153368234634,0.2988153636455536
"(2, 1)",1,Art,8.5245e-06,13.485464000000002,18.7316501,0.26180130317807193,0.26180132403969764
"(3,)",0,Art,5.2019999999999995e-06,3.2531868000000004,4.658407200000001,0.3181632563471794,0.3181631973013282
"(1,)",0,Art,2.156e-06,4.1363840000000005,5.88,0.36425625309348103,0.3642561960965395
"(0,)",0,Art,2.3012e-06,6.2259461,9.5829817,0.14933679699897764,0.14933683276176452
"(3,)",0,Geography,2.9999999999999997e-06,2.4030742,3.4410868,0.45399228781461715,0.4539922833442688
"(2,)",0,Geography,3.552e-06,4.32,5.7599856,0.3518208742141723,0.35182089656591414
"(0,)",0,Geography,2.0508e-06,5.508767000000001,8.479099,0.33774107322096825,0.337741088680923
"(1,)",0,Geography,1.881e-06,3.608784,5.13,0.507219934463501,0.5072199270129204
"(4, 4)",1,Geography,9.623e-06,8.5185093,6.117321500000001,0.5837043941020965,0.5837044209241867
"(3,)",0,History,4.71e-06,3.1862488,4.5625552,0.3867546901106834,0.38675472922623155
"(1,)",0,History,2.1835e-06,4.189144000000001,5.955,0.4200258754193783,0.42002589255571365
"(3, 4)",1,History,1.2998999999999999e-05,10.3447044,9.6793022,0.43202232718467715,0.4320223405957222
"(4,)",0,History,4.1730000000000005e-06,3.5375591999999996,2.5403960000000003,0.48674703724682333,0.4867470521479845
"(0,)",0,History,2.065e-06,5.8413718,8.991044599999999,0.30886073932051655,0.22284367308020592
"(3,)",0,Music,5.7539999999999995e-06,3.5075512000000004,5.0226448,0.2225642748177051,0.22256434001028538
"(3, 1)",1,Music,1.10105e-05,12.6479544,18.0176896,0.19168862197548148,0.19168870542198418
"(0,)",0,Music,2.4328000000000002e-06,6.579338699999999,10.1269239,0.16294366456568238,0.1629436919465661
"(1, 0)",1,Music,4.7308000000000005e-06,12.7693288,19.1206536,0.15195340160280463,0.15195345524698495
"(3, 0)",1,Music,7.526e-06,12.3968251,18.7337391,0.15164269078522918,0.1516427468508482
"(3,)",0,Other,5.831999999999999e-06,3.3736752,4.8309408000000005,0.24230225197970862,0.2423022583127022
