population,generations,p_add,p_flip,p_mut,cost_mean,cost_median,cost_min,cost_max,cost_count,latency_mean,latency_median,latency_min,latency_max,latency_count,energy_mean,energy_median,energy_min,energy_max,energy_count,qoa_mean,qoa_median,qoa_min,qoa_max,qoa_count,file_unique_solutions_mean,file_unique_solutions_median,file_unique_solutions_min,file_unique_solutions_max,file_unique_solutions_count,time_per_generation_s_mean,time_per_generation_s_median,time_per_generation_s_min,time_per_generation_s_max,time_per_generation_s_count,total_cost_mean,total_cost_median,total_cost_min,total_cost_max,total_cost_count,total_energy_mean,total_energy_median,total_energy_min,total_energy_max,total_energy_count,total_latency_mean,total_latency_median,total_latency_min,total_latency_max,total_latency_count,quality_of_answer_mean,quality_of_answer_median,quality_of_answer_min,quality_of_answer_max,quality_of_answer_count,TOPSIS_Score,Rank
100,75,0.3,0.3,0.3,0.0297774881373961,0.0212292773999999,0.0004800433999999,0.2175560497999998,6880,267.7224080455886,287.09120175000004,11.115,650.63523898,6880,257.86218251692145,305.83385566,8.199664096916301,601.2944004399999,6880,0.8516276940197945,0.7863487197313177,0.1700832817663316,1.9704067221800967,6880,53.72093023255814,47.0,30,81,6880,58.35194188938584,71.42761731783548,37.26531564394633,77.69958476702372,6880,0.0679576227616279,0.0626686999999999,0.00425,0.2901374,6880,64.8071957555602,60.94274984526888,5.695374449339208,232.6907247227552,6880,69.1081662157604,62.51503039089946,7.740000000000001,310.3455093429777,6880,0.6658822720814875,0.6552579402923584,-0.1017477810382843,1.000000238418579,6880,0.4131611056177898,22
200,100,0.1,0.3,0.1,0.0343743507555356,0.0238701164,0.0005002192,0.2042205601999998,13610,252.20487757484983,289.312852596652,11.115,606.47188007,13610,248.3067145821128,287.43197192606766,8.199664096916301,636.6917653,13610,0.8289271149902295,0.6854447297571292,0.2681402462178368,2.0100517363769823,13610,50.33357825128582,45.0,33,74,13610,43.13990265454552,50.93561451911926,27.948986732959742,58.27468857526779,13610,0.0697445110800881,0.0641621,0.00425,0.307315,13610,64.17104078196601,61.46746703620102,5.695374449339208,222.4520316804408,13610,68.13486076474982,60.075207956600366,7.740000000000001,287.6933333333334,13610,0.6714653261001773,0.6552579402923584,-0.090403139591217,1.000000238418579,13610,0.40987621764520554,23
75,100,0.1,0.3,0.3,0.0338441618404292,0.01835625,0.0004800433999999,0.3211624001999997,5250,245.78909637934996,273.5742313624094,11.205000000000002,661.02401808,5250,250.93132859456315,289.68884353179067,9.023259911894272,735.8453636,5250,0.8020974853863871,0.6459799647331238,0.320825373288244,1.9763535111689383,5250,42.71428571428572,50.0,17,65,5250,42.19763105085918,50.93561451911926,21.29789448261261,58.27468857526779,5250,0.0718272783238095,0.0647843999999999,0.00415,0.3624,5250,64.94433351711133,60.79743423754075,5.56136563876652,235.4505617742442,5250,65.38251848275763,54.86635021097046,7.470000000000001,320.0988231592196,5250,0.6659243933040472,0.6442151069641113,-0.0866071432828903,1.000000238418579,5250,0.4048298290672256,24
75,75,0.3,0.3,0.3,0.0302647636262997,0.0236222222222222,0.0005002192,0.1817408593999998,5010,254.54366472551575,295.4327003,11.115,650.63523898,5010,263.6737294059216,298.39168945385336,13.13286343612335,657.53380434,5010,0.8153911001532911,0.677347185885073,0.3012622222304344,2.009973418381324,5010,42.78842315369261,42.0,27,64,5010,57.243166784259856,67.91415269215902,37.26531564394633,77.69958476702372,5010,0.0718456436726546,0.063595,0.00415,0.33999,5010,66.3687579797213,61.95712383398629,5.56136563876652,223.0844497032803,5010,64.94956260100109,54.94987341772152,7.470000000000001,320.0988231592196,5010,0.6723082538645812,0.6558732986450195,-0.1243228688836097,1.000000238418579,5010,0.3958847300516427,25
75,75,0.1,0.3,0.3,0.0313996996758317,0.0231180239142857,0.0004800433999999,0.1610134155999998,5090,249.62619578874015,293.68478987820106,11.205000000000002,654.12120008,5090,252.4083025502069,281.0336134162025,9.023259911894272,657.53380434,5090,0.806840947589339,0.6833167025846859,0.3494884800076757,1.9136334857750463,5090,40.72495088408645,31.0,23,66,5090,57.13316457378061,67.91415269215902,37.26531564394633,77.69958476702372,5090,0.0723329758349705,0.0650925,0.0058,0.39147,5090,66.44084866382748,61.14165810480056,7.77251101321586,231.8325970862004,5090,66.6067567521225,55.441585903083705,10.44,286.8809523809524,5090,0.665890844111479,0.6442151069641113,-0.0866071432828903,1.000000238418579,5090,0.36683595184867224,26
100,100,0.3,0.1,0.3,0.0320177801976746,0.0232979239142857,0.0005002192,0.2715609934,6130,246.1901032212667,284.3928526,11.115,636.9972420899999,6130,252.2768845761524,321.88408207,8.199664096916301,668.3684728599999,6130,0.8015605619113825,0.6643316126849915,0.3503205015346988,1.884006646356676,6130,49.73246329526917,38.0,18,79,6130,43.80912771613135,50.93561451911926,27.948986732959742,58.27468857526779,6130,0.0717210959216965,0.067425,0.00425,0.29287,6130,66.27106036653242,64.59207921734698,5.695374449339208,221.25927825435016,6130,67.18994222677142,61.22101321585904,7.740000000000001,296.8083469687434,6130,0.6511699233613574,0.6235641837120056,-0.1243228688836097,1.000000238418579,6130,0.36489379396558524,27
75,100,0.3,0.1,0.3,0.0330690591944121,0.0230249489999999,0.0004800433999999,0.1900753945999998,4920,244.9280984143978,258.6793411251959,11.133,642.5909921599999,4920,250.6025988186579,263.491359296694,8.442555066079297,584.2492225799999,4920,0.7773555613109481,0.6456468334056555,0.3551792055368423,1.9763535111689383,4920,41.46138211382114,42.0,14,65,4920,43.88497754891229,50.93561451911926,21.29789448261261,58.27468857526779,4920,0.0715343451626016,0.063525,0.00575,0.3536849999999999,4920,66.90634128035585,62.92210246234877,7.705506607929516,223.31454493147825,4920,67.73237843030881,60.49952380952381,10.35,320.0988231592196,4920,0.6558689180025226,0.6183980107307434,-0.1133830845355987,1.000000238418579,4920,0.3550655044386424,28
75,200,0.3,0.3,0.3,0.0331218955926489,0.0284819999999999,0.0005150163999999,0.2118700097999999,4690,232.48007769949297,258.5026736798942,11.115,590.4699994,4690,243.39609943376772,273.09730754810573,8.442555066079297,720.41432542,4690,0.7860456511015405,0.647401190466351,0.3395885667963883,1.8186575916628664,4690,39.92537313432836,39.0,13,60,4690,22.906279121589048,26.78535649418831,13.974493366479871,29.13734428763389,4690,0.0725439798720682,0.066435,0.00575,0.2709446,4690,67.81757939197746,64.85622431516977,7.705506607929516,216.0816873278237,4690,66.79678481664332,59.54687073312568,10.35,284.76932242500527,4690,0.6685334409041993,0.6552579402923584,-0.1243228688836097,1.000000238418579,4690,0.34800311625716457,29
100,75,0.1,0.1,0.1,0.0374743641702879,0.0217709065,0.0004800433999999,0.2064603875777776,7000,251.4066005917296,273.03145021790044,11.133,616.9270499899999,7000,258.85688114276206,289.04046682592593,8.442555066079297,627.82672831,7000,0.795591331336909,0.6653080770333888,0.3418512687474854,1.724351436659771,7000,44.71428571428572,47.0,8,69,7000,57.2936310450236,71.42761731783548,28.39719264348348,77.69958476702372,7000,0.0702666213999999,0.0672925,0.00575,0.2678368,7000,67.29246220487234,65.29408885023363,7.705506607929516,221.9770316804408,7000,69.92423269752757,64.92841632744103,10.35,312.1404761904762,7000,0.654267619373676,0.6002402901649475,-0.1017477810382843,1.000000238418579,7000,0.34285503276219426,30
100,200,0.1,0.1,0.3,0.0352920937527105,0.029421875,0.0004800433999999,0.1459097933999998,5730,239.9693860548769,257.537022325226,11.115,627.9710877,5730,243.2499230558026,284.7984549231184,8.199664096916301,685.1964779399999,5730,0.8199531722856035,0.7043533889280916,0.318501743917271,1.894876074976723,5730,41.82373472949389,34.0,20,67,5730,21.402500233271567,25.46780725955963,13.974493366479871,29.13734428763389,5730,0.0729120258289703,0.0658624999999999,0.00425,0.39147,5730,67.62645256049797,62.03134887987565,5.695374449339208,229.18307644931497,5730,67.70316118704937,60.37857142857143,7.740000000000001,318.824589888819,5730,0.6748092499933812,0.6552579402923584,-0.0679920092225074,1.000000238418579,5730,0.33700864104114586,31
200,100,0.3,0.1,0.1,0.0323932321583742,0.021225,0.0005002192,0.2181869945999998,13650,261.8165171660585,290.118006362226,11.133,642.5909921599999,13650,256.2587541607092,301.6645186955948,9.023259911894272,789.7456439,13650,0.8217928736911462,0.7009065915605204,0.318501743917271,1.9704067221800967,13650,52.26373626373626,49.0,20,92,13650,43.54559565463782,50.93561451911926,27.948986732959742,58.27468857526779,13650,0.0720560292747252,0.0649,0.00415,0.3018392,13650,66.71656634077253,62.01948769593709,5.56136563876652,219.97565322383792,13650,69.62003777504711,58.92731163351416,7.963612334801763,295.42884623452903,13650,0.6668555914926524,0.6497901678085327,-0.1243228688836097,1.000000238418579,13650,0.33272836655490173,32
200,100,0.1,0.1,0.1,0.0322370384920229,0.0233197561142857,0.0004800433999999,0.2005131755555554,13350,276.97200604232285,309.2523736,11.133,650.63523898,13350,266.55263010075606,285.46588875040624,8.442555066079297,657.4159265599999,13350,0.8636723981196934,0.7505260547117314,0.1700832817663316,2.376038197353296,13350,64.24719101123596,48.0,30,144,13350,42.649573127680505,50.93561451911926,27.948986732959742,58.27468857526779,13350,0.0701232880299625,0.0617203999999999,0.0051,0.2917536,13350,67.07992331828783,62.19427593895183,7.705506607929516,223.0844497032803,13350,72.22916985938714,66.19308370044052,10.35,320.0988231592196,13350,0.6645182533453006,0.6552579402923584,-0.1243228688836097,1.000000238418579,13350,0.32819642612626077,33
75,100,0.1,0.1,0.3,0.0338045364347361,0.0260914222222222,0.0004800433999999,0.2719609434,5250,265.52666137511915,306.00720814864553,11.115,589.57321194,5250,266.2406408807695,300.81869366117314,8.442555066079297,606.1694202000001,5250,0.8180329268535319,0.6917382653173269,0.3395885667963883,2.470565483166645,5250,41.85714285714285,45.0,28,53,5250,43.17660377877099,50.93561451911926,27.948986732959742,58.27468857526779,5250,0.0712433541714285,0.064814,0.00575,0.3428996,5250,66.7094638637027,63.084267484617904,7.705506607929516,215.8981749311295,5250,71.06682114664905,63.93666666666667,10.35,232.42380952380952,5250,0.6614902290409165,0.6407628655433655,-0.1017477810382843,1.000000238418579,5250,0.32668144955912176,34
75,75,0.3,0.1,0.3,0.0291386012283572,0.0177245095999999,0.0004800433999999,0.1872760361999998,5040,268.989006304665,320.4814105966464,11.340000000000002,630.0141782399999,5040,279.3930802596495,316.772816717993,8.702197136563878,692.0815858000001,5040,0.8094573001289197,0.6543107063845188,0.3378570415079593,1.9704067221800967,5040,43.60714285714285,43.0,16,61,5040,56.99135452671656,67.91415269215902,37.26531564394633,77.69958476702372,5040,0.0731107148412698,0.0650212,0.00415,0.321675,5040,68.50509685667711,62.450826446281,5.56136563876652,224.2315082644628,5040,67.6982872477346,60.45541850220265,7.470000000000001,315.43809523809523,5040,0.675927346826361,0.6478336453437805,-0.1155503541231155,1.000000238418579,5040,0.32606687205018364,35
75,200,0.1,0.1,0.3,0.0332102844825797,0.0233693443571428,0.0005002192,0.1913498097999999,5140,268.4054869606084,311.0897963,11.115,630.0141782399999,5140,275.07461074809606,306.30405000163,9.104223568281938,676.65875736,5140,0.8158667368507592,0.7047660057234134,0.3241934221651819,1.9763535111689383,5140,43.08560311284047,47.0,21,64,5140,18.64530154885949,14.3929603099823,9.181082197427749,29.13734428763389,5140,0.0742407224902723,0.069895,0.00415,0.383994,5140,67.04884611000664,63.18099697657904,5.56136563876652,232.23915389376344,5140,68.84678104756262,62.107929515418505,7.470000000000001,323.847619047619,5140,0.658108639972944,0.6402654647827148,-0.1027825772762298,1.000000238418579,5140,0.30682447885700137,36
