struct_id,Total_Cost,Total_Energy,Total_Latency,Quality_of_Answer,New_QoA_Score
0.3673469387755102,1.5138665306122346e-05,19.780560305102043,25.70478101632653,0.4388300490826938,0.3645548684460738
